T,TM,Tm,H,VV,V,VM,PM2.5
24.0,28.1,21.1,77.0,6.9,10.2,14.8,39.0
24.5,29.3,20.2,71.0,7.4,9.3,81.3,67.0
24.9,29.7,20.4,70.0,6.9,5.6,7.6,86.0
25.2,29.8,21.0,70.0,6.3,5.6,9.4,87.0
25.9,30.1,21.7,73.0,7.4,6.3,9.4,80.0
25.2,30.5,21.7,72.0,6.9,5.7,9.4,97.0
25.7,29.8,21.8,70.0,6.3,5.6,7.6,93.0
24.8,29.7,21.9,78.0,6.9,3.3,7.6,88.0
23.3,29.8,21.0,88.0,5.3,4.1,7.6,78.0
24.3,28.8,20.8,79.0,6.3,3.3,9.4,74.0
23.4,29.7,21.3,86.0,5.5,1.9,5.4,80.0
23.9,28.6,20.8,73.0,5.5,2.0,5.4,110.0
24.0,30.4,20.0,57.0,6.3,1.9,7.6,122.0
24.7,30.0,20.6,66.0,6.3,2.8,5.4,120.0
25.0,29.2,22.0,75.0,6.3,3.3,5.4,110.0
24.7,28.2,22.4,74.0,6.3,4.4,7.6,98.0
25.1,29.4,21.1,62.0,6.9,4.4,9.4,71.0
24.4,30.5,18.6,63.0,6.9,4.4,7.6,81.0
24.7,30.0,19.4,63.0,6.9,3.3,5.4,94.0
24.3,29.4,20.2,65.0,5.5,3.7,7.6,89.0
24.7,29.6,21.0,68.0,6.3,2.6,7.6,91.0
25.1,30.2,20.8,59.0,6.9,2.2,5.4,68.0
23.8,31.3,18.9,50.0,6.9,1.9,3.5,86.0
23.8,30.8,17.1,43.0,6.3,1.9,5.4,71.0
24.0,31.6,17.3,46.0,6.3,2.4,5.4,84.0
24.1,31.4,18.4,57.0,5.5,3.3,11.1,87.0
24.4,30.8,19.6,63.0,6.3,5.6,11.1,82.0
24.8,29.3,20.7,67.0,6.3,5.2,5.4,69.0
24.7,29.8,21.4,69.0,6.9,6.1,11.1,51.0
23.1,29.5,20.4,78.0,5.5,6.3,11.1,75.0
23.1,28.3,19.9,77.0,5.5,5.2,11.1,105.0
23.8,29.2,20.4,69.0,5.5,4.1,7.6,92.0
24.3,29.2,20.4,74.0,6.3,5.0,7.6,91.0
24.5,30.0,21.2,73.0,6.3,6.9,11.1,73.0
23.5,31.3,20.8,82.0,5.5,3.9,7.6,73.0
24.1,29.0,20.8,77.0,5.5,5.0,7.6,53.0
23.7,29.0,19.8,79.0,5.8,3.5,5.4,68.0
21.8,28.7,19.1,91.0,5.5,1.5,5.4,45.0
23.4,27.0,20.5,83.0,6.3,3.5,5.4,54.0
23.1,28.2,20.6,80.0,4.8,5.6,9.4,62.0
23.1,27.6,19.8,80.0,6.3,4.4,7.6,68.0
23.3,29.0,18.4,61.0,6.9,4.8,9.4,88.0
22.6,30.0,18.3,68.0,6.3,6.7,11.1,72.6
22.4,28.4,17.5,72.0,5.5,4.3,7.6,72.6
21.2,28.2,18.5,76.0,5.5,5.6,9.4,72.6
23.2,27.4,19.4,69.0,5.5,3.9,7.6,72.6
24.3,29.0,19.1,66.0,5.5,3.7,7.6,72.6
24.3,29.6,21.0,71.0,4.8,5.2,9.4,72.6
24.3,29.7,20.2,69.0,6.3,5.7,9.4,72.6
23.7,30.0,19.1,62.0,6.9,6.7,9.4,73.0
23.6,29.9,18.9,68.0,6.9,4.6,7.6,87.0
22.8,29.3,20.4,83.0,4.0,6.3,7.6,72.6
23.5,27.8,21.1,83.0,5.5,3.5,5.4,70.0
23.3,28.3,20.8,81.0,6.3,4.8,7.6,69.0
22.8,28.0,19.9,83.0,6.3,6.9,11.1,91.0
22.3,27.0,20.2,85.0,4.0,7.4,11.1,105.0
22.9,26.7,18.8,73.0,6.3,8.0,9.4,82.0
23.0,27.1,20.2,77.0,6.9,6.5,7.6,82.0
23.1,29.0,20.0,78.0,6.9,4.3,7.6,86.0
23.2,28.2,20.4,76.0,5.5,4.6,7.6,55.0
23.2,28.5,19.7,76.0,6.6,5.9,9.4,30.0
22.7,28.3,19.9,80.0,6.3,4.8,9.4,34.0
22.7,27.4,18.7,77.0,5.5,4.8,7.6,101.0
21.8,27.4,20.4,88.0,4.0,3.1,9.4,64.0
21.8,24.5,20.2,84.0,4.8,4.4,9.4,69.0
22.2,25.8,19.4,82.0,6.3,3.1,7.6,52.0
23.9,29.0,19.4,73.0,6.9,1.1,5.4,81.9
24.3,31.2,20.4,77.0,4.8,1.5,3.5,56.0
23.8,30.1,21.1,80.0,4.8,5.0,7.6,56.0
23.5,27.6,20.4,81.0,6.9,4.3,5.4,55.0
23.3,28.4,20.0,77.0,6.3,5.0,7.6,55.0
23.3,29.0,19.4,73.0,6.3,4.3,5.4,54.0
22.4,29.0,19.0,71.0,6.9,3.9,5.4,55.0
21.9,28.6,18.3,69.0,6.3,5.0,9.4,81.9
21.2,27.5,17.7,73.0,7.7,5.0,5.4,103.0
21.5,26.5,17.4,82.0,4.8,3.0,5.4,102.0
22.3,26.3,19.1,81.0,6.3,5.7,9.4,86.0
21.6,27.3,19.4,82.0,6.3,4.6,7.6,80.0
20.9,25.0,19.0,82.0,4.8,4.3,7.6,86.0
21.6,26.0,17.7,70.0,5.5,2.2,5.4,118.0
21.6,27.3,17.7,79.0,6.3,4.6,9.4,121.0
21.4,27.4,18.4,81.0,6.3,3.1,5.4,101.0
22.7,28.4,18.0,72.0,6.9,2.4,5.4,107.0
21.2,29.2,16.4,54.0,6.9,3.9,7.6,100.0
22.7,29.0,15.0,65.0,6.6,5.6,7.6,102.0
21.1,26.0,17.8,65.0,5.5,4.1,5.4,99.0
21.7,29.0,16.0,61.0,6.9,5.4,9.4,88.0
22.0,28.9,17.4,71.0,6.3,5.2,7.6,97.0
21.2,28.2,18.8,76.0,5.5,4.6,7.6,85.0
22.7,29.0,17.8,68.0,6.9,5.2,5.4,83.0
21.4,29.0,17.1,70.0,6.3,4.1,7.6,86.0
